Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,month,day,hour
28414,2023-04-01 10:00:00,03-29-2023 21:00,2023-03-29 23:58:00,Srinagar,279,0,63,M,Other,Fire Accident,3,Yes,11-06-2023 10:00,4,1,23
28415,2023-03-31 07:00:00,03-29-2023 22:00,2023-03-30 17:37:00,Ghaziabad,572,2,18,F,Blunt Object,Other Crime,15,Yes,16-07-2023 07:00,3,31,17
28416,2023-03-30 20:00:00,03-29-2023 23:00,2023-03-30 09:59:00,Nagpur,177,19,62,X,Firearm,Other Crime,8,Yes,01-06-2023 20:00,3,30,9
28422,2023-03-30 23:00:00,03-30-2023 05:00,2023-03-31 04:41:00,Ahmedabad,570,14,45,X,Other,Other Crime,4,Yes,21-04-2023 23:00,3,30,4
28425,2023-04-01 23:00:00,03-30-2023 08:00,2023-03-31 06:29:00,Mumbai,231,18,20,F,Knife,Traffic Fatality,10,Yes,14-04-2023 23:00,4,1,6
28426,2023-03-31 05:00:00,03-30-2023 09:00,2023-03-30 16:30:00,Hyderabad,459,12,17,M,Blunt Object,Other Crime,14,Yes,05-05-2023 05:00,3,31,16
28428,2023-03-31 13:00:00,03-30-2023 11:00,2023-03-30 14:07:00,Nashik,154,15,14,M,Poison,Violent Crime,6,Yes,05-06-2023 13:00,3,31,14
28429,2023-03-30 14:00:00,03-30-2023 12:00,2023-03-30 21:31:00,Chennai,294,5,75,X,Knife,Violent Crime,18,Yes,29-04-2023 14:00,3,30,21
28431,2023-04-01 17:00:00,03-30-2023 14:00,2023-03-31 07:04:00,Pune,107,9,17,M,Knife,Other Crime,2,Yes,15-06-2023 17:00,4,1,7
28432,2023-03-31 12:00:00,03-30-2023 15:00,2023-03-31 03:31:00,Surat,245,11,41,M,Other,Violent Crime,16,Yes,19-05-2023 12:00,3,31,3
28433,2023-04-01 00:00:00,03-30-2023 16:00,2023-03-31 12:35:00,Delhi,574,6,39,M,Knife,Other Crime,18,Yes,17-06-2023 00:00,4,1,12
28436,2023-04-02 06:00:00,03-30-2023 19:00,2023-03-31 11:21:00,Faridabad,451,9,60,M,Explosives,Other Crime,14,Yes,11-06-2023 06:00,4,2,11
28438,2023-03-31 12:00:00,03-30-2023 21:00,2023-03-30 22:41:00,Mumbai,135,18,52,F,Other,Traffic Fatality,2,Yes,23-04-2023 12:00,3,31,22
28442,2023-04-03 00:00:00,03-31-2023 01:00,2023-03-31 21:41:00,Bangalore,401,11,31,F,Firearm,Violent Crime,4,Yes,21-05-2023 00:00,4,3,21
28445,2023-04-01 22:00:00,03-31-2023 04:00,2023-03-31 23:13:00,Lucknow,412,12,45,M,Firearm,Other Crime,13,Yes,12-06-2023 22:00,4,1,23
28446,2023-04-03 03:00:00,03-31-2023 05:00,2023-03-31 19:08:00,Mumbai,569,5,15,M,Knife,Violent Crime,18,Yes,20-05-2023 03:00,4,3,19
28448,2023-03-31 23:00:00,03-31-2023 07:00,2023-03-31 16:47:00,Mumbai,411,2,64,X,Firearm,Other Crime,11,Yes,04-07-2023 23:00,3,31,16
28452,2023-04-02 11:00:00,03-31-2023 11:00,2023-03-31 21:08:00,Vasai,345,11,15,X,Other,Violent Crime,10,Yes,16-04-2023 11:00,4,2,21
28453,2023-04-02 04:00:00,03-31-2023 12:00,2023-03-31 18:55:00,Delhi,219,1,76,X,Firearm,Violent Crime,16,Yes,18-04-2023 04:00,4,2,18
28454,2023-04-02 02:00:00,03-31-2023 13:00,2023-03-31 19:02:00,Kolkata,501,0,26,X,Other,Fire Accident,8,Yes,17-04-2023 02:00,4,2,19
28456,2023-04-02 21:00:00,03-31-2023 15:00,2023-04-01 10:08:00,Mumbai,320,6,31,M,Knife,Other Crime,8,Yes,17-05-2023 21:00,4,2,10
28462,2023-04-02 06:00:00,03-31-2023 21:00,2023-04-01 15:37:00,Vasai,121,17,21,X,Poison,Other Crime,7,Yes,22-05-2023 06:00,4,2,15
28463,2023-04-03 14:00:00,03-31-2023 22:00,2023-04-01 13:46:00,Ludhiana,102,9,61,F,Knife,Other Crime,9,Yes,19-05-2023 14:00,4,3,13
28466,2023-04-01 23:00:00,04-01-2023 01:00,2023-04-01 11:01:00,Pune,394,5,24,F,Knife,Violent Crime,11,Yes,31-05-2023 23:00,4,1,11
28470,2023-04-01 18:00:00,04-01-2023 05:00,2023-04-01 14:51:00,Kolkata,361,18,62,M,Explosives,Traffic Fatality,8,Yes,17-04-2023 18:00,4,1,14
28471,2023-04-01 16:00:00,04-01-2023 06:00,2023-04-01 06:31:00,Pune,316,10,49,X,Knife,Other Crime,18,Yes,24-03-2024 16:00,4,1,6
28473,2023-04-02 18:00:00,04-01-2023 08:00,2023-04-02 06:26:00,Delhi,306,17,25,F,Firearm,Other Crime,13,Yes,30-04-2023 18:00,4,2,6
28475,2023-04-01 12:00:00,04-01-2023 10:00,2023-04-02 04:05:00,Chennai,242,15,35,F,Firearm,Violent Crime,14,Yes,23-05-2023 12:00,4,1,4
28479,2023-04-03 01:00:00,04-01-2023 14:00,2023-04-01 22:11:00,Delhi,502,6,71,X,Explosives,Other Crime,7,Yes,27-05-2023 01:00,4,3,22
28481,2023-04-03 20:00:00,04-01-2023 16:00,2023-04-02 08:13:00,Hyderabad,364,20,35,F,Firearm,Violent Crime,11,Yes,20-05-2023 20:00,4,3,8
28482,2023-04-03 12:00:00,04-01-2023 17:00,2023-04-01 22:42:00,Bangalore,412,3,55,F,Knife,Other Crime,9,Yes,15-06-2023 12:00,4,3,22
28485,2023-04-03 20:00:00,04-01-2023 20:00,2023-04-02 03:56:00,Delhi,352,16,40,M,Explosives,Violent Crime,11,Yes,03-06-2024 20:00,4,3,3
28487,2023-04-03 15:00:00,04-01-2023 22:00,2023-04-02 00:07:00,Mumbai,395,2,14,X,Blunt Object,Other Crime,1,Yes,07-09-2023 15:00,4,3,0
28491,2023-04-04 02:00:00,04-02-2023 02:00,2023-04-02 23:32:00,Mumbai,537,2,21,M,Explosives,Other Crime,17,Yes,22-09-2023 02:00,4,4,23
28492,2023-04-04 02:00:00,04-02-2023 03:00,2023-04-02 07:09:00,Delhi,528,20,53,M,Poison,Violent Crime,10,Yes,27-06-2023 02:00,4,4,7
28493,2023-04-02 17:00:00,04-02-2023 04:00,2023-04-02 17:25:00,Hyderabad,116,14,69,F,Explosives,Other Crime,13,Yes,27-04-2023 17:00,4,2,17
28494,2023-04-04 01:00:00,04-02-2023 05:00,2023-04-02 19:58:00,Hyderabad,235,15,28,F,Other,Violent Crime,15,Yes,01-07-2023 01:00,4,4,19
28496,2023-04-03 15:00:00,04-02-2023 07:00,2023-04-02 13:15:00,Kolkata,373,7,39,M,Other,Other Crime,11,Yes,23-05-2023 15:00,4,3,13
28499,2023-04-04 13:00:00,04-02-2023 10:00,2023-04-02 17:29:00,Pune,384,7,37,X,Poison,Other Crime,7,Yes,18-06-2023 13:00,4,4,17
28500,2023-04-02 14:00:00,04-02-2023 11:00,2023-04-02 11:59:00,Jaipur,232,10,73,F,Firearm,Other Crime,8,Yes,31-01-2024 14:00,4,2,11
28502,2023-04-04 10:00:00,04-02-2023 13:00,2023-04-03 09:51:00,Nashik,107,4,61,M,Explosives,Other Crime,18,Yes,29-05-2023 10:00,4,4,9
28504,2023-04-05 03:00:00,04-02-2023 15:00,2023-04-03 03:00:00,Hyderabad,517,16,79,M,Other,Violent Crime,14,Yes,14-07-2024 03:00,4,5,3
28505,2023-04-05 06:00:00,04-02-2023 16:00,2023-04-03 04:02:00,Chennai,275,7,66,M,Firearm,Other Crime,4,Yes,22-04-2023 06:00,4,5,4
28506,2023-04-03 05:00:00,04-02-2023 17:00,2023-04-03 14:00:00,Varanasi,164,20,17,M,Knife,Violent Crime,8,Yes,12-04-2023 05:00,4,3,14
28507,2023-04-03 23:00:00,04-02-2023 18:00,2023-04-03 09:35:00,Pune,356,4,38,M,Blunt Object,Other Crime,4,Yes,04-05-2023 23:00,4,3,9
28509,2023-04-05 13:00:00,04-02-2023 20:00,2023-04-03 18:49:00,Bangalore,477,2,25,M,Poison,Other Crime,9,Yes,21-05-2023 13:00,4,5,18
28510,2023-04-03 02:00:00,04-02-2023 21:00,2023-04-03 03:58:00,Ahmedabad,487,4,33,M,Firearm,Other Crime,7,Yes,16-05-2023 02:00,4,3,3
28511,2023-04-03 03:00:00,04-02-2023 22:00,2023-04-03 05:52:00,Mumbai,106,0,23,F,Other,Fire Accident,5,Yes,23-06-2023 03:00,4,3,5
28512,2023-04-05 19:00:00,04-02-2023 23:00,2023-04-03 03:29:00,Patna,378,19,74,M,Poison,Other Crime,14,Yes,27-04-2023 19:00,4,5,3
28515,2023-04-04 20:00:00,04-03-2023 02:00,2023-04-03 14:02:00,Mumbai,220,5,71,M,Blunt Object,Violent Crime,13,Yes,24-04-2023 20:00,4,4,14
28519,2023-04-03 21:00:00,04-03-2023 06:00,2023-04-04 03:24:00,Delhi,298,19,45,X,Firearm,Other Crime,3,Yes,08-05-2023 21:00,4,3,3
28520,2023-04-06 01:00:00,04-03-2023 07:00,2023-04-04 01:47:00,Delhi,336,10,12,F,Firearm,Other Crime,11,Yes,22-01-2025 01:00,4,6,1
28521,2023-04-04 13:00:00,04-03-2023 08:00,2023-04-03 17:48:00,Bangalore,356,20,61,X,Knife,Violent Crime,1,Yes,17-04-2023 13:00,4,4,17
28522,2023-04-05 19:00:00,04-03-2023 09:00,2023-04-03 21:54:00,Mumbai,429,6,43,M,Knife,Other Crime,18,Yes,06-05-2023 19:00,4,5,21
28523,2023-04-04 18:00:00,04-03-2023 10:00,2023-04-03 17:31:00,Ludhiana,318,12,62,M,Explosives,Other Crime,13,Yes,18-05-2023 18:00,4,4,17
28524,2023-04-04 05:00:00,04-03-2023 11:00,2023-04-04 07:19:00,Chennai,402,6,33,F,Blunt Object,Other Crime,2,Yes,11-06-2023 05:00,4,4,7
28525,2023-04-05 23:00:00,04-03-2023 12:00,2023-04-03 23:26:00,Delhi,401,15,75,F,Poison,Violent Crime,4,Yes,19-09-2023 23:00,4,5,23
28526,2023-04-05 15:00:00,04-03-2023 13:00,2023-04-03 22:04:00,Lucknow,521,18,11,F,Poison,Traffic Fatality,3,Yes,10-04-2023 15:00,4,5,22
28527,2023-04-04 01:00:00,04-03-2023 14:00,2023-04-03 20:17:00,Kolkata,231,15,31,F,Blunt Object,Violent Crime,18,Yes,29-05-2023 01:00,4,4,20
28528,2023-04-06 06:00:00,04-03-2023 15:00,2023-04-04 06:23:00,Patna,423,19,17,M,Firearm,Other Crime,6,Yes,23-06-2023 06:00,4,6,6
28530,2023-04-03 22:00:00,04-03-2023 17:00,2023-04-03 17:08:00,Mumbai,528,4,14,M,Other,Other Crime,19,Yes,18-04-2023 22:00,4,3,17
28534,2023-04-05 21:00:00,04-03-2023 21:00,2023-04-04 09:12:00,Hyderabad,430,7,69,M,Explosives,Other Crime,13,Yes,06-05-2023 21:00,4,5,9
28536,2023-04-05 10:00:00,04-03-2023 23:00,2023-04-04 11:18:00,Surat,274,7,37,X,Other,Other Crime,6,Yes,30-06-2023 10:00,4,5,11
28537,2023-04-06 20:00:00,04-04-2023 00:00,2023-04-04 05:35:00,Thane,215,13,39,X,Knife,Other Crime,2,Yes,09-05-2023 20:00,4,6,5
28539,2023-04-05 19:00:00,04-04-2023 02:00,2023-04-04 05:06:00,Kolkata,214,6,32,M,Poison,Other Crime,2,Yes,22-05-2023 19:00,4,5,5
28541,2023-04-05 03:00:00,04-04-2023 04:00,2023-04-04 09:38:00,Chennai,362,0,25,X,Knife,Fire Accident,14,Yes,30-06-2023 03:00,4,5,9
28544,2023-04-04 23:00:00,04-04-2023 07:00,2023-04-04 18:18:00,Indore,350,13,29,M,Blunt Object,Other Crime,13,Yes,26-06-2023 23:00,4,4,18
28545,2023-04-04 21:00:00,04-04-2023 08:00,2023-04-04 08:39:00,Chennai,141,17,51,F,Knife,Other Crime,17,Yes,28-04-2023 21:00,4,4,8
28546,2023-04-07 01:00:00,04-04-2023 09:00,2023-04-04 11:24:00,Lucknow,339,5,23,X,Poison,Violent Crime,5,Yes,26-06-2023 01:00,4,7,11
28550,2023-04-04 22:00:00,04-04-2023 13:00,2023-04-05 09:08:00,Kolkata,206,3,76,M,Blunt Object,Other Crime,3,Yes,29-04-2023 22:00,4,4,9
28553,2023-04-05 11:00:00,04-04-2023 16:00,2023-04-05 05:10:00,Bhopal,257,13,25,F,Explosives,Other Crime,9,Yes,20-05-2023 11:00,4,5,5
28555,2023-04-06 07:00:00,04-04-2023 18:00,2023-04-05 06:10:00,Chennai,519,13,33,X,Knife,Other Crime,14,Yes,22-04-2023 07:00,4,6,6
28559,2023-04-05 04:00:00,04-04-2023 22:00,2023-04-05 08:33:00,Varanasi,346,5,24,X,Blunt Object,Violent Crime,3,Yes,06-06-2023 04:00,4,5,8
28560,2023-04-05 03:00:00,04-04-2023 23:00,2023-04-05 21:39:00,Pune,219,7,59,M,Knife,Other Crime,7,Yes,08-05-2023 03:00,4,5,21
28561,2023-04-07 06:00:00,04-05-2023 00:00,2023-04-05 21:22:00,Mumbai,404,7,69,M,Blunt Object,Other Crime,3,Yes,08-06-2023 06:00,4,7,21
28565,2023-04-06 11:00:00,04-05-2023 04:00,2023-04-05 22:12:00,Visakhapatnam,176,17,21,X,Poison,Other Crime,9,Yes,09-06-2023 11:00,4,6,22
28566,2023-04-06 05:00:00,04-05-2023 05:00,2023-04-06 03:44:00,Kanpur,525,14,77,X,Knife,Other Crime,15,Yes,17-04-2023 05:00,4,6,3
28569,2023-04-07 07:00:00,04-05-2023 08:00,2023-04-06 00:42:00,Ahmedabad,392,16,20,M,Knife,Violent Crime,9,Yes,28-09-2024 07:00,4,7,0
28573,2023-04-07 08:00:00,04-05-2023 12:00,2023-04-06 05:39:00,Delhi,101,12,73,X,Blunt Object,Other Crime,2,Yes,27-05-2023 08:00,4,7,5
28578,2023-04-08 10:00:00,04-05-2023 17:00,2023-04-06 12:45:00,Hyderabad,243,0,26,F,Knife,Fire Accident,11,Yes,05-07-2023 10:00,4,8,12
28579,2023-04-08 13:00:00,04-05-2023 18:00,2023-04-06 14:15:00,Lucknow,453,6,55,X,Other,Other Crime,12,Yes,23-05-2023 13:00,4,8,14
28587,2023-04-08 14:00:00,04-06-2023 02:00,2023-04-06 08:21:00,Jaipur,264,18,58,F,Knife,Traffic Fatality,8,Yes,17-04-2023 14:00,4,8,8
28588,2023-04-07 16:00:00,04-06-2023 03:00,2023-04-06 18:10:00,Delhi,323,0,41,X,Poison,Fire Accident,4,Yes,01-05-2023 16:00,4,7,18
28590,2023-04-07 12:00:00,04-06-2023 05:00,2023-04-06 09:30:00,Kanpur,237,6,21,F,Blunt Object,Other Crime,12,Yes,15-06-2023 12:00,4,7,9
28591,2023-04-07 17:00:00,04-06-2023 06:00,2023-04-06 08:14:00,Lucknow,199,11,20,M,Knife,Violent Crime,7,Yes,31-05-2023 17:00,4,7,8
28592,2023-04-08 22:00:00,04-06-2023 07:00,2023-04-06 12:11:00,Kolkata,165,10,58,F,Blunt Object,Other Crime,8,Yes,31-12-2024 22:00,4,8,12
28595,2023-04-06 22:00:00,04-06-2023 10:00,2023-04-06 15:36:00,Delhi,261,11,34,F,Firearm,Violent Crime,3,Yes,24-04-2023 22:00,4,6,15
28598,2023-04-07 16:00:00,04-06-2023 13:00,2023-04-06 13:19:00,Chennai,278,9,46,M,Firearm,Other Crime,1,Yes,14-05-2023 16:00,4,7,13
28599,2023-04-09 10:00:00,04-06-2023 14:00,2023-04-07 13:26:00,Indore,477,12,42,X,Knife,Other Crime,2,Yes,15-05-2023 10:00,4,9,13
28604,2023-04-07 09:00:00,04-06-2023 19:00,2023-04-06 22:08:00,Hyderabad,337,6,30,X,Other,Other Crime,18,Yes,12-05-2023 09:00,4,7,22
28606,2023-04-07 13:00:00,04-06-2023 21:00,2023-04-07 12:01:00,Mumbai,121,7,13,X,Knife,Other Crime,7,Yes,05-06-2023 13:00,4,7,12
28608,2023-04-09 15:00:00,04-06-2023 23:00,2023-04-07 19:46:00,Mumbai,398,3,49,X,Knife,Other Crime,14,Yes,23-06-2023 15:00,4,9,19
28612,2023-04-07 09:00:00,04-07-2023 03:00,2023-04-07 20:22:00,Mumbai,490,11,79,X,Explosives,Violent Crime,13,Yes,08-05-2023 09:00,4,7,20
28613,2023-04-09 07:00:00,04-07-2023 04:00,2023-04-07 14:21:00,Surat,537,5,79,F,Firearm,Violent Crime,7,Yes,30-04-2023 07:00,4,9,14
28614,2023-04-09 09:00:00,04-07-2023 05:00,2023-04-07 09:19:00,Surat,333,18,56,F,Explosives,Traffic Fatality,5,Yes,06-05-2023 09:00,4,9,9
28616,2023-04-09 19:00:00,04-07-2023 07:00,2023-04-07 14:17:00,Bangalore,118,1,21,F,Explosives,Violent Crime,17,Yes,03-07-2023 19:00,4,9,14
28617,2023-04-09 13:00:00,04-07-2023 08:00,2023-04-07 19:49:00,Mumbai,496,5,41,X,Other,Violent Crime,4,Yes,24-06-2023 13:00,4,9,19
28619,2023-04-07 14:00:00,04-07-2023 10:00,2023-04-07 17:50:00,Ludhiana,156,16,48,M,Blunt Object,Violent Crime,16,Yes,31-07-2024 14:00,4,7,17
28621,2023-04-10 05:00:00,04-07-2023 12:00,2023-04-07 22:21:00,Bangalore,421,14,36,X,Explosives,Other Crime,6,Yes,18-04-2023 05:00,4,10,22
28630,2023-04-10 15:00:00,04-07-2023 21:00,2023-04-08 01:17:00,Chennai,308,7,16,F,Firearm,Other Crime,11,Yes,20-04-2023 15:00,4,10,1
28633,2023-04-08 14:00:00,04-08-2023 00:00,2023-04-08 09:05:00,Bangalore,371,1,23,X,Knife,Violent Crime,12,Yes,05-05-2023 14:00,4,8,9
28634,2023-04-09 04:00:00,04-08-2023 01:00,2023-04-08 11:19:00,Agra,184,2,23,X,Blunt Object,Other Crime,18,Yes,24-07-2023 04:00,4,9,11
28636,2023-04-08 09:00:00,04-08-2023 03:00,2023-04-08 12:57:00,Delhi,369,8,43,F,Poison,Fire Accident,15,Yes,17-06-2023 09:00,4,8,12
28641,2023-04-10 00:00:00,04-08-2023 08:00,2023-04-08 19:59:00,Surat,294,7,73,F,Other,Other Crime,6,Yes,12-05-2023 00:00,4,10,19
28643,2023-04-08 22:00:00,04-08-2023 10:00,2023-04-09 02:30:00,Mumbai,321,18,17,X,Blunt Object,Traffic Fatality,16,Yes,30-04-2023 22:00,4,8,2
28645,2023-04-10 18:00:00,04-08-2023 12:00,2023-04-09 03:59:00,Lucknow,247,4,13,M,Other,Other Crime,13,Yes,01-06-2023 18:00,4,10,3
28650,2023-04-09 08:00:00,04-08-2023 17:00,2023-04-09 02:53:00,Mumbai,447,5,14,X,Other,Violent Crime,6,Yes,01-06-2023 08:00,4,9,2
28651,2023-04-10 00:00:00,04-08-2023 18:00,2023-04-09 10:36:00,Mumbai,167,20,69,M,Firearm,Violent Crime,15,Yes,22-06-2023 00:00,4,10,10
28658,2023-04-10 21:00:00,04-09-2023 01:00,2023-04-09 18:14:00,Delhi,138,12,31,F,Poison,Other Crime,9,Yes,16-05-2023 21:00,4,10,18
28660,2023-04-09 17:00:00,04-09-2023 03:00,2023-04-09 13:07:00,Bhopal,377,1,79,X,Explosives,Violent Crime,17,Yes,27-06-2023 17:00,4,9,13
28661,2023-04-12 02:00:00,04-09-2023 04:00,2023-04-09 13:02:00,Hyderabad,252,2,10,M,Other,Other Crime,17,Yes,31-05-2023 02:00,4,12,13
28664,2023-04-10 11:00:00,04-09-2023 07:00,2023-04-09 17:21:00,Bangalore,423,10,44,M,Blunt Object,Other Crime,15,Yes,13-06-2024 11:00,4,10,17
28665,2023-04-10 00:00:00,04-09-2023 08:00,2023-04-09 22:00:00,Bangalore,304,10,69,M,Blunt Object,Other Crime,4,Yes,29-01-2025 00:00,4,10,22
28667,2023-04-10 14:00:00,04-09-2023 10:00,2023-04-09 18:01:00,Mumbai,549,6,53,M,Knife,Other Crime,11,Yes,16-05-2023 14:00,4,10,18
28675,2023-04-11 01:00:00,04-09-2023 18:00,2023-04-10 13:36:00,Ahmedabad,552,4,17,F,Knife,Other Crime,9,Yes,23-06-2023 01:00,4,11,13
28679,2023-04-11 13:00:00,04-09-2023 22:00,2023-04-10 17:31:00,Ahmedabad,231,4,71,X,Poison,Other Crime,17,Yes,09-06-2023 13:00,4,11,17
28680,2023-04-11 15:00:00,04-09-2023 23:00,2023-04-10 08:41:00,Nagpur,546,6,43,X,Knife,Other Crime,8,Yes,30-05-2023 15:00,4,11,8
28683,2023-04-11 02:00:00,04-10-2023 02:00,2023-04-10 09:46:00,Nagpur,207,2,33,F,Poison,Other Crime,14,Yes,05-06-2023 02:00,4,11,9
28688,2023-04-12 00:00:00,04-10-2023 07:00,2023-04-11 01:13:00,Ahmedabad,494,4,56,M,Explosives,Other Crime,4,Yes,28-06-2023 00:00,4,12,1
28689,2023-04-12 16:00:00,04-10-2023 08:00,2023-04-10 14:34:00,Ahmedabad,488,1,52,F,Knife,Violent Crime,17,Yes,28-04-2023 16:00,4,12,14
28692,2023-04-11 09:00:00,04-10-2023 11:00,2023-04-10 22:15:00,Lucknow,124,7,26,X,Poison,Other Crime,5,Yes,04-07-2023 09:00,4,11,22
28693,2023-04-11 07:00:00,04-10-2023 12:00,2023-04-11 07:33:00,Mumbai,570,20,76,F,Knife,Violent Crime,4,Yes,06-07-2023 07:00,4,11,7
28696,2023-04-12 14:00:00,04-10-2023 15:00,2023-04-10 20:36:00,Delhi,227,0,29,F,Other,Fire Accident,6,Yes,29-04-2023 14:00,4,12,20
28701,2023-04-13 01:00:00,04-10-2023 20:00,2023-04-10 22:56:00,Hyderabad,564,20,30,X,Other,Violent Crime,18,Yes,09-07-2023 01:00,4,13,22
28703,2023-04-13 12:00:00,04-10-2023 22:00,2023-04-11 03:36:00,Mumbai,161,11,74,M,Knife,Violent Crime,8,Yes,08-06-2023 12:00,4,13,3
28711,2023-04-12 09:00:00,04-11-2023 06:00,2023-04-11 21:38:00,Mumbai,147,15,68,X,Poison,Violent Crime,13,Yes,27-06-2023 09:00,4,12,21
28714,2023-04-11 18:00:00,04-11-2023 09:00,2023-04-11 13:03:00,Patna,312,1,52,F,Explosives,Violent Crime,12,Yes,25-04-2023 18:00,4,11,13
28718,2023-04-14 03:00:00,04-11-2023 13:00,2023-04-12 12:32:00,Delhi,269,3,34,X,Explosives,Other Crime,12,Yes,10-05-2023 03:00,4,14,12
28719,2023-04-13 08:00:00,04-11-2023 14:00,2023-04-12 08:12:00,Delhi,564,14,63,F,Knife,Other Crime,9,Yes,15-04-2023 08:00,4,13,8
28720,2023-04-13 08:00:00,04-11-2023 15:00,2023-04-11 21:40:00,Chennai,494,15,64,F,Firearm,Violent Crime,17,Yes,20-05-2023 08:00,4,13,21
28725,2023-04-13 02:00:00,04-11-2023 20:00,2023-04-12 02:38:00,Mumbai,485,11,50,M,Blunt Object,Violent Crime,13,Yes,02-05-2023 02:00,4,13,2
28726,2023-04-13 14:00:00,04-11-2023 21:00,2023-04-12 11:04:00,Delhi,166,12,51,X,Explosives,Other Crime,18,Yes,18-05-2023 14:00,4,13,11
28727,2023-04-12 14:00:00,04-11-2023 22:00,2023-04-12 06:02:00,Ludhiana,451,3,22,M,Explosives,Other Crime,4,Yes,13-05-2023 14:00,4,12,6
28728,2023-04-12 03:00:00,04-11-2023 23:00,2023-04-12 01:31:00,Lucknow,261,16,10,X,Firearm,Violent Crime,16,Yes,23-04-2024 03:00,4,12,1
28730,2023-04-13 10:00:00,04-12-2023 01:00,2023-04-12 05:41:00,Mumbai,251,17,59,X,Knife,Other Crime,11,Yes,19-05-2023 10:00,4,13,5
28732,2023-04-15 01:00:00,04-12-2023 03:00,2023-04-12 06:39:00,Ahmedabad,452,5,36,F,Blunt Object,Violent Crime,2,Yes,18-05-2023 01:00,4,15,6
28734,2023-04-15 04:00:00,04-12-2023 05:00,2023-04-12 09:29:00,Kolkata,385,17,56,M,Explosives,Other Crime,6,Yes,13-06-2023 04:00,4,15,9
28737,2023-04-13 23:00:00,04-12-2023 08:00,2023-04-12 18:08:00,Nagpur,567,17,34,M,Poison,Other Crime,14,Yes,09-07-2023 23:00,4,13,18
28747,2023-04-12 21:00:00,04-12-2023 18:00,2023-04-13 03:33:00,Delhi,330,1,55,X,Poison,Violent Crime,5,Yes,19-04-2023 21:00,4,12,3
28748,2023-04-13 20:00:00,04-12-2023 19:00,2023-04-13 07:29:00,Visakhapatnam,269,9,49,F,Explosives,Other Crime,2,Yes,14-05-2023 20:00,4,13,7
28751,2023-04-14 09:00:00,04-12-2023 22:00,2023-04-13 15:21:00,Chennai,587,10,15,X,Firearm,Other Crime,11,Yes,30-12-2024 09:00,4,14,15
28754,2023-04-14 21:00:00,04-13-2023 01:00,2023-04-13 19:10:00,Kalyan,328,19,25,X,Poison,Other Crime,2,Yes,05-06-2023 21:00,4,14,19
28756,2023-04-15 13:00:00,04-13-2023 03:00,2023-04-13 21:16:00,Delhi,357,10,20,M,Blunt Object,Other Crime,17,Yes,08-12-2024 13:00,4,15,21
28757,2023-04-15 09:00:00,04-13-2023 04:00,2023-04-13 20:45:00,Mumbai,159,4,34,X,Knife,Other Crime,17,Yes,28-04-2023 09:00,4,15,20
28759,2023-04-15 00:00:00,04-13-2023 06:00,2023-04-13 17:52:00,Patna,229,17,49,F,Explosives,Other Crime,3,Yes,12-07-2023 00:00,4,15,17
28760,2023-04-13 22:00:00,04-13-2023 07:00,2023-04-14 05:33:00,Kanpur,128,15,58,F,Poison,Violent Crime,5,Yes,10-09-2023 22:00,4,13,5
28761,2023-04-13 11:00:00,04-13-2023 08:00,2023-04-13 14:55:00,Ludhiana,246,15,58,X,Poison,Violent Crime,3,Yes,25-09-2023 11:00,4,13,14
28762,2023-04-13 12:00:00,04-13-2023 09:00,2023-04-14 02:22:00,Delhi,448,8,18,X,Other,Fire Accident,11,Yes,20-04-2023 12:00,4,13,2
28764,2023-04-15 08:00:00,04-13-2023 11:00,2023-04-14 02:15:00,Srinagar,341,17,72,M,Firearm,Other Crime,8,Yes,26-06-2023 08:00,4,15,2
28765,2023-04-14 18:00:00,04-13-2023 12:00,2023-04-14 09:00:00,Mumbai,512,20,17,M,Poison,Violent Crime,8,Yes,07-05-2023 18:00,4,14,9
28769,2023-04-13 19:00:00,04-13-2023 16:00,2023-04-14 09:21:00,Kolkata,483,20,36,F,Blunt Object,Violent Crime,5,Yes,20-06-2023 19:00,4,13,9
28771,2023-04-16 13:00:00,04-13-2023 18:00,2023-04-14 10:22:00,Mumbai,491,13,69,F,Other,Other Crime,13,Yes,27-06-2023 13:00,4,16,10
28779,2023-04-14 10:00:00,04-14-2023 02:00,2023-04-14 11:32:00,Kanpur,152,2,33,F,Explosives,Other Crime,18,Yes,05-07-2023 10:00,4,14,11
28780,2023-04-14 19:00:00,04-14-2023 03:00,2023-04-14 17:11:00,Bangalore,278,0,72,M,Blunt Object,Fire Accident,1,Yes,26-06-2023 19:00,4,14,17
28783,2023-04-16 10:00:00,04-14-2023 06:00,2023-04-14 10:21:00,Ahmedabad,449,18,37,F,Other,Traffic Fatality,17,Yes,20-04-2023 10:00,4,16,10
28784,2023-04-14 13:00:00,04-14-2023 07:00,2023-04-14 18:56:00,Lucknow,136,18,15,M,Explosives,Traffic Fatality,7,Yes,01-05-2023 13:00,4,14,18
28786,2023-04-16 03:00:00,04-14-2023 09:00,2023-04-15 05:21:00,Hyderabad,233,13,37,M,Poison,Other Crime,6,Yes,16-05-2023 03:00,4,16,5
28787,2023-04-17 01:00:00,04-14-2023 10:00,2023-04-15 09:44:00,Mumbai,513,16,49,M,Other,Violent Crime,1,Yes,12-06-2024 01:00,4,17,9
